Fecha,ID empleado,ID turno,Nombre,Apellido 1,Apellido 2,Edad,Estado civil,Número de hijos a su cargo,Familiares trabajando en la empresa,Género,Carnet de toro,Sabe hacer picking,Sabe reponer,Altura (en metros),Peso (en Kg),IMC (índice de masa corporal) en número,IMC (índice de masa corporal) en categoría,Padece alguna enfermedad,Padece alguna minusvalía,Acciones de tipo tarea 1,Acciones de tipo tarea 2,Acciones de tipo tarea 3,Acciones de tipo tarea 4,Acciones de tipo tarea 5,Acciones por minuto de tipo tarea 1,Acciones por minuto de tipo tarea 2,Acciones por minuto de tipo tarea 3,Acciones por minuto de tipo tarea 4,Acciones por minuto de tipo tarea 5
20230710,A002,A,Trinidad,Canet,Blanca,54,viudo,3,1,M,0,1,0,1.63,107.37,40.41,obesidad,1,1,30,78,51,99,27,7.37,0.52,0.08,2.85,8.09
20230710,A003,A,Luisa,Barriga,Balaguer,36,viudo,0,0,F,0,0,0,1.53,54.07,23.1,peso normal,1,1,97,66,68,15,100,6.0,6.61,8.13,0.58,2.81
20230710,A004,A,Nicolás,Cabrera,Gómez,29,casado,1,1,M,0,0,0,1.73,78.48,26.22,sobrepeso,0,0,58,93,19,45,89,2.73,4.92,7.17,8.76,3.35
20230710,A005,A,Cesar,Piñol,Aznar,36,casado,4,0,M,1,1,0,1.68,105.98,37.55,obesidad,1,1,55,69,15,50,93,7.67,5.84,0.56,2.11,9.77
20230710,A006,A,Mariana,Calleja,Ayuso,36,viudo,1,0,F,0,1,0,1.68,73.93,26.19,sobrepeso,1,0,11,81,72,70,0,5.69,2.34,8.93,0.02,9.84
20230710,A007,A,Adrián,Pardo,Garzón,19,viudo,2,1,F,0,0,1,1.56,67.53,27.75,sobrepeso,0,0,30,73,62,93,42,7.14,7.02,2.09,2.7,2.19
20230710,A008,A,Irma,Villa,Ojeda,63,soltero,3,0,M,1,1,0,1.78,68.18,21.52,peso normal,0,0,8,99,64,64,32,6.14,3.5,7.82,9.82,6.4
20230710,A009,A,Isaac,Ochoa,Cánovas,61,casado,3,0,M,1,0,1,1.72,75.05,25.37,sobrepeso,0,1,13,5,55,77,36,4.96,5.89,3.13,7.4,7.23
20230710,A010,A,Edu,Román,Abellán,27,divorciado,2,1,F,1,1,1,1.47,50.56,23.4,peso normal,0,1,10,47,49,88,4,3.18,0.05,4.5,8.62,0.84
20230710,A011,A,Aránzazu,Ochoa,Camino,36,viudo,4,1,F,0,1,0,1.22,42.64,28.65,sobrepeso,0,1,53,7,13,14,11,2.48,2.36,2.08,6.37,0.13
20230710,A012,A,Liliana,Palomar,Santana,27,soltero,3,0,F,1,0,1,1.54,83.01,35.0,obesidad,0,0,2,39,65,56,27,0.06,8.37,8.62,9.61,2.74
20230710,A013,A,Graciano,Molins,Ríos,48,casado,3,0,F,0,0,1,1.61,56.32,21.73,peso normal,0,1,31,90,42,87,59,8.82,1.26,2.02,6.09,7.77
20230710,A014,A,Edelmiro,Francisco,Lara,38,soltero,5,1,F,1,1,0,1.23,60.46,39.96,obesidad,0,0,36,66,74,19,27,7.22,5.05,6.35,7.6,0.75
20230710,A015,A,Jose Manuel,Flor,Gárate,18,viudo,1,0,M,0,0,1,1.82,108.48,32.75,obesidad,0,1,17,78,77,45,78,6.93,5.11,1.73,9.45,8.28
20230710,A016,A,Hermenegildo,Arnaiz,Díaz,20,soltero,5,0,M,0,0,1,1.76,63.12,20.38,peso normal,1,1,54,51,37,36,95,0.14,6.78,0.61,1.2,5.96
20230710,A017,A,Maricela,Serra,Martin,37,casado,4,1,F,1,1,1,1.56,86.72,35.63,obesidad,0,1,11,8,51,83,8,7.46,5.36,3.41,7.42,2.85
20230710,A018,A,Chita,Bonet,Larrañaga,55,viudo,4,0,F,0,0,1,1.24,88.17,57.34,obesidad,1,0,42,80,43,33,20,8.09,4.21,3.22,2.39,9.03
20230710,A019,A,Andrés Felipe,Quintanilla,Huerta,25,casado,2,0,M,0,0,1,1.79,79.65,24.86,peso normal,1,1,28,92,20,11,47,8.15,4.0,0.93,0.32,5.51
20230710,A020,A,Tatiana,Bayo,Orozco,45,casado,1,1,M,0,1,1,1.64,74.18,27.58,sobrepeso,0,0,43,28,14,20,19,9.35,7.62,5.31,9.86,7.16
20230710,B001,B,Maximiano,Uriarte,González,48,viudo,4,1,F,1,1,0,1.58,51.56,20.65,peso normal,0,1,10,99,27,46,89,3.87,3.04,6.21,8.4,2.94
20230710,B002,B,María Manuela,Luque,Galiano,41,casado,3,1,M,1,0,0,1.8,82.21,25.37,sobrepeso,1,1,62,32,77,15,53,1.49,6.33,6.69,7.83,1.02
20230710,B003,B,Berta,Nicolás,Borrás,38,casado,0,1,F,0,1,0,1.6,55.07,21.51,peso normal,1,0,20,1,25,62,87,8.32,9.67,5.02,8.45,2.07
20230710,B004,B,Judith,Jara,Beltran,42,viudo,2,1,F,0,0,0,1.33,56.09,31.71,obesidad,0,1,65,38,76,3,1,0.46,3.48,7.18,7.29,3.27
20230710,B005,B,Cayetana,Galán,Madrigal,34,casado,1,1,F,1,0,0,1.23,43.76,28.92,sobrepeso,0,0,63,83,10,52,1,7.34,9.36,5.77,8.14,6.85
20230710,B006,B,Consuela,Portero,Villalonga,57,divorciado,2,0,M,0,0,0,1.63,84.93,31.97,obesidad,0,0,86,53,11,91,73,6.43,1.52,8.27,9.72,3.21
20230710,B007,B,Hector,Miguel,Escobar,53,viudo,2,1,M,1,0,0,1.74,76.19,25.17,sobrepeso,1,0,32,62,37,42,28,9.22,4.22,1.48,4.5,2.66
20230710,B008,B,Tristán,Zamora,Tejada,28,casado,0,1,M,0,1,0,1.7,63.62,22.01,peso normal,1,1,18,86,17,53,64,9.09,3.34,1.47,8.42,5.86
20230710,B009,B,Lorena,Valle,Vidal,65,viudo,0,1,F,0,1,0,1.26,47.93,30.19,obesidad,0,1,75,6,40,35,87,3.83,8.71,9.61,2.21,2.61
20230710,B010,B,Maxi,Montenegro,Alberola,33,viudo,1,1,F,1,0,1,1.66,70.38,25.54,sobrepeso,0,1,11,71,29,55,97,7.44,8.84,5.64,9.29,8.33
20230710,B011,B,Arsenio,Valle,Alcalde,46,casado,0,0,M,1,1,0,1.87,90.98,26.02,sobrepeso,1,0,33,90,81,18,97,0.23,0.41,2.17,5.75,4.07
20230710,B012,B,Martina,Andreu,Alemán,31,viudo,0,1,M,1,1,1,1.89,66.7,18.67,peso normal,0,0,5,10,31,31,12,0.58,5.7,0.09,3.88,8.09
20230710,B013,B,Alejo,Garrido,Madrigal,19,casado,1,1,M,1,1,0,1.67,84.53,30.31,obesidad,0,0,63,36,42,17,65,7.7,9.02,8.07,8.64,4.2
20230710,B014,B,Lope,Azcona,Riba,43,casado,4,1,F,1,1,0,1.69,64.58,22.61,peso normal,0,0,76,38,19,1,65,2.44,2.68,0.66,6.61,9.44
20230710,B015,B,Anastasio,Roldán,Tamayo,52,divorciado,3,0,F,0,0,1,1.35,69.25,38.0,obesidad,0,1,51,56,79,27,27,3.49,9.11,6.77,9.4,2.16
20230710,B016,B,Corona,Peñas,Montoya,32,viudo,1,0,F,1,0,1,1.29,56.66,34.05,obesidad,1,1,15,34,62,15,47,5.61,4.94,9.21,9.32,2.3
20230710,B017,B,Hernán,Girón,Navarrete,29,viudo,5,1,M,1,1,0,1.87,68.82,19.68,peso normal,1,1,7,13,65,71,96,1.73,2.72,0.68,2.3,2.92
20230710,B018,B,Rodrigo,Diaz,Nadal,34,viudo,1,0,F,1,0,0,1.52,67.32,29.14,sobrepeso,0,0,56,40,82,11,25,7.43,9.44,9.84,4.14,5.41
20230710,B019,B,Ruben,Marqués,Gárate,26,viudo,4,0,F,0,1,0,1.46,67.74,31.78,obesidad,1,0,98,82,72,9,16,2.49,3.12,5.37,4.8,4.63
20230710,B020,B,Ani,Portillo,Cruz,28,viudo,0,1,F,0,1,0,1.5,44.21,19.65,peso normal,0,0,46,45,74,86,35,9.84,0.19,0.43,7.17,8.48
20230711,A001,A,Miriam,Calderon,Garcia,24,divorciado,3,1,M,1,1,0,1.89,83.0,23.24,peso normal,1,1,19,97,33,67,76,3.26,9.86,1.58,0.75,5.74
20230711,A002,A,Aurora,Doménech,Reig,24,soltero,5,1,F,1,1,0,1.26,68.82,43.35,obesidad,0,1,64,12,46,57,74,4.91,9.58,5.44,8.42,7.43
20230711,A003,A,Brígida,Ripoll,Porras,46,soltero,3,1,M,0,1,0,1.88,78.85,22.31,peso normal,1,0,38,12,47,52,17,9.59,7.71,8.87,7.23,8.6
20230711,A004,A,Vanesa,Cardona,Cantón,54,casado,0,1,F,1,1,1,1.69,43.17,15.12,delgadez,0,1,73,68,72,70,52,1.23,6.18,9.49,4.16,8.17
20230711,A005,A,Lucas,Feliu,Frías,31,soltero,3,1,F,0,1,1,1.45,85.02,40.44,obesidad,0,0,13,1,15,58,26,0.37,1.61,7.06,6.46,1.77
20230711,A006,A,Celestina,Gámez,Ferrán,35,casado,0,1,M,0,0,1,1.77,66.51,21.23,peso normal,0,1,10,34,26,40,89,3.18,7.58,3.75,2.02,0.81
20230711,A007,A,José Ángel,Pla,Gonzalo,38,soltero,2,1,M,0,0,1,1.87,65.09,18.61,peso normal,1,0,55,33,26,70,28,4.13,9.49,4.67,0.5,7.24
20230711,A008,A,Asunción,Girón,Oller,59,divorciado,4,0,M,1,0,1,1.8,77.59,23.95,peso normal,0,0,66,76,53,3,71,9.39,5.32,7.8,7.89,4.7
20230711,A009,A,Candelas,Morera,Merino,37,divorciado,1,0,F,1,0,1,1.28,82.86,50.57,obesidad,1,1,14,76,85,75,21,5.08,6.86,3.09,7.52,9.3
20230711,A010,A,Graciela,Fonseca,Salazar,21,casado,3,0,F,0,1,0,1.56,88.11,36.21,obesidad,0,1,9,100,22,80,21,0.85,5.42,4.67,5.84,9.7
20230711,A011,A,Alfonso,Requena,Cantero,46,soltero,3,0,M,1,0,0,1.74,87.85,29.02,sobrepeso,0,0,10,86,24,29,31,8.02,9.58,5.66,5.13,0.28
20230711,A012,A,Alma,Ugarte,Vicente,53,casado,0,1,F,0,0,1,1.3,70.73,41.85,obesidad,0,0,23,26,60,92,50,3.42,7.02,6.96,8.19,8.5
20230711,A013,A,Jaime,Alegre,Reig,35,casado,0,1,M,1,0,1,1.74,72.18,23.84,peso normal,0,0,30,3,85,71,40,0.08,7.23,2.14,0.22,1.44
20230711,A014,A,Borja,Barriga,Salamanca,51,soltero,5,0,M,1,1,0,1.77,69.53,22.19,peso normal,1,0,39,52,14,64,31,8.42,5.2,9.22,7.75,3.42
20230711,A015,A,Saturnina,Franco,Nogueira,31,soltero,0,1,F,0,0,0,1.64,78.65,29.24,sobrepeso,0,1,82,61,44,71,1,2.45,7.37,9.43,5.63,6.29
20230711,A016,A,Trini,Coca,Bello,46,viudo,0,0,M,0,1,0,1.83,76.99,22.99,peso normal,1,1,42,81,78,57,12,9.34,3.75,7.98,2.61,4.45
20230711,A017,A,Pascuala,Riba,Infante,51,casado,4,0,F,1,0,1,1.52,61.11,26.45,sobrepeso,1,1,95,4,25,4,36,8.21,5.05,7.0,3.32,1.37
20230711,A018,A,Delia,Andrade,Cañas,29,viudo,3,1,M,0,0,1,1.75,68.52,22.37,peso normal,1,1,67,90,47,22,38,9.03,9.49,7.93,8.09,9.89
20230711,A019,A,Gabriel,Carrasco,Rojas,64,viudo,1,1,F,0,1,1,1.62,86.4,32.92,obesidad,1,0,26,51,26,35,98,5.15,9.78,5.46,5.66,8.12
20230711,A020,A,José Luis,Pou,Paniagua,33,casado,3,1,M,1,1,1,1.62,102.81,39.17,obesidad,0,0,54,37,15,27,91,2.38,7.72,5.01,6.62,2.77
20230711,B001,B,Azeneth,Bonilla,Pujadas,43,soltero,5,0,F,1,1,0,1.65,73.05,26.83,sobrepeso,1,0,66,23,70,97,52,9.07,3.36,4.54,6.26,7.99
20230711,B002,B,Eli,Ferrando,Dávila,20,viudo,1,0,M,1,0,1,1.82,80.45,24.29,peso normal,1,0,19,62,72,25,34,2.02,8.0,4.33,7.69,9.08
20230711,B003,B,Diego,Palomar,Sosa,62,casado,5,1,M,1,0,0,1.62,85.34,32.52,obesidad,0,1,96,63,8,81,31,7.55,6.89,4.08,9.51,9.29
20230711,B004,B,Roberta,Porras,Bermúdez,36,divorciado,1,1,F,1,1,1,1.42,69.91,34.67,obesidad,0,0,41,32,58,81,14,2.37,3.08,3.6,7.22,2.84
20230711,B005,B,Alberto,Chamorro,Peinado,41,casado,0,0,F,0,1,0,1.46,85.64,40.18,obesidad,1,0,98,20,44,74,32,6.68,8.5,3.08,4.8,4.72
20230711,B006,B,Ramiro,Iriarte,Mesa,41,casado,1,1,F,0,0,1,1.66,77.96,28.29,sobrepeso,1,1,24,53,11,98,97,6.16,0.31,1.46,5.77,3.22
20230711,B007,B,Gaspar,Armengol,Díez,23,soltero,5,1,F,0,1,0,1.42,58.34,28.93,sobrepeso,0,0,99,24,33,99,82,5.63,5.52,9.47,7.85,1.03
20230711,B008,B,Rosa María,Valbuena,Barragán,49,soltero,5,1,F,0,1,0,1.69,59.88,20.97,peso normal,1,0,40,12,16,83,60,6.15,8.61,8.41,0.56,8.44
20230711,B009,B,Alejandro,Garrido,Espada,32,viudo,5,0,M,0,1,0,1.82,79.05,23.86,peso normal,1,0,4,28,86,58,78,6.37,4.39,6.33,6.06,6.69
20230711,B010,B,Óscar,Giménez,Maldonado,37,soltero,4,0,F,1,1,0,1.69,65.27,22.85,peso normal,1,1,91,58,14,97,6,7.88,9.1,3.83,8.48,0.74
20230711,B011,B,José,Mendoza,Escalona,29,casado,0,1,F,1,0,0,1.68,89.06,31.55,obesidad,0,0,2,50,16,37,20,6.9,8.77,5.5,5.72,0.28
20230711,B012,B,Angélica,Elías,Mata,52,viudo,2,1,M,1,0,1,1.74,90.5,29.89,sobrepeso,0,1,13,89,1,71,98,2.86,3.91,8.5,3.41,7.6
20230711,B013,B,Reina,Marin,Cisneros,64,viudo,3,1,F,1,1,1,1.29,70.6,42.43,obesidad,1,0,36,42,41,11,6,6.37,3.65,7.73,9.0,1.37
20230711,B014,B,Candelaria,Muro,Cabrera,40,soltero,4,0,F,1,1,0,1.58,55.74,22.33,peso normal,0,0,21,30,23,19,12,4.78,4.01,4.28,4.4,5.63
20230711,B015,B,Leonor,Sedano,Ledesma,61,casado,1,0,M,1,0,1,1.86,69.93,20.21,peso normal,1,0,30,67,20,33,64,1.21,2.69,4.31,9.88,8.86
20230711,B016,B,Josefina,Benet,Jimenez,48,casado,1,0,M,1,0,0,1.65,107.76,39.58,obesidad,1,0,50,32,3,2,92,3.09,2.73,6.09,3.6,0.01
20230711,B017,B,René,Perea,Arnal,60,viudo,5,0,M,1,0,0,1.73,65.56,21.91,peso normal,0,0,28,36,82,76,82,2.54,6.85,5.35,0.81,6.68
20230711,B018,B,Elena,Martín,Araujo,46,divorciado,3,0,F,0,0,1,1.58,88.43,35.42,obesidad,1,1,100,6,80,74,96,4.37,9.9,5.27,3.57,0.3
20230711,B019,B,Micaela,Paredes,Recio,48,soltero,1,0,M,0,0,0,1.71,98.96,33.84,obesidad,1,1,91,23,82,7,3,5.27,5.55,3.74,5.47,9.94
20230711,B020,B,Fabiola,Alemany,Carnero,61,casado,2,0,F,1,1,0,1.32,65.13,37.38,obesidad,0,1,25,32,17,67,12,1.48,5.35,3.98,1.26,6.18
20230712,A001,A,Carolina,Arias,Marco,44,soltero,4,1,M,1,1,0,1.79,62.73,19.58,peso normal,1,0,52,76,90,100,13,7.78,8.88,3.92,0.03,2.99
20230712,A002,A,Jacinta,Maza,Casanovas,33,viudo,2,0,F,1,1,1,1.49,51.69,23.28,peso normal,1,0,91,87,0,66,85,3.12,6.94,9.16,7.45,5.99
20230712,A003,A,Samuel,Verdú,Sebastián,43,soltero,5,0,M,0,0,1,1.6,84.4,32.97,obesidad,1,1,88,44,78,97,19,7.43,7.85,0.57,2.14,7.48
20230712,A004,A,Javi,Talavera,Colom,48,casado,1,1,F,0,1,0,1.3,46.68,27.62,sobrepeso,0,0,66,48,72,31,42,0.67,1.22,0.3,3.04,5.8
20230712,A005,A,Amaya,Alegre,Moya,35,viudo,3,1,M,0,1,0,1.68,91.89,32.56,obesidad,0,1,39,84,36,7,25,1.47,6.37,9.97,0.52,1.17
20230712,A006,A,Eva,Soriano,Baena,36,divorciado,2,1,F,0,1,1,1.63,60.27,22.68,peso normal,1,0,13,9,70,76,4,2.68,8.13,7.77,3.57,5.44
20230712,A007,A,Maura,Neira,Conde,30,viudo,3,0,M,1,0,0,1.66,93.47,33.92,obesidad,1,0,8,12,28,48,56,5.46,6.54,4.42,0.7,1.65
20230712,A008,A,René,Cáceres,Pascual,43,divorciado,0,1,F,0,1,1,1.26,69.04,43.49,obesidad,1,1,13,6,3,48,84,3.78,3.92,8.38,2.94,8.62
20230712,A009,A,Elisa,Carretero,Baró,32,divorciado,1,1,M,1,1,0,1.62,68.22,25.99,sobrepeso,0,1,9,87,0,84,41,6.5,10.0,0.56,3.56,5.39
20230712,A010,A,Marcio,Pagès,Lastra,40,casado,4,0,M,0,1,1,1.69,76.65,26.84,sobrepeso,0,0,68,12,91,5,58,8.69,8.7,0.25,2.54,6.98
20230712,A011,A,Flavio,Montoya,Páez,47,soltero,5,0,F,1,1,0,1.25,49.02,31.37,obesidad,1,0,44,95,38,74,92,6.85,4.55,2.05,6.11,4.79
20230712,A012,A,Valero,Pou,Flores,55,soltero,2,0,M,1,1,1,1.69,64.82,22.7,peso normal,0,0,97,86,72,30,3,0.27,1.91,6.88,7.0,0.99
20230712,A013,A,Ágata,Bernat,Valero,20,viudo,4,0,M,1,0,1,1.87,91.79,26.25,sobrepeso,0,1,65,37,57,22,96,9.14,8.38,2.91,1.07,5.24
20230712,A014,A,Erasmo,Esteban,Rozas,52,viudo,5,0,M,1,1,1,1.66,89.91,32.63,obesidad,0,1,67,38,70,13,44,5.49,9.67,6.39,4.17,4.66
20230712,A015,A,Zaira,Jover,Suárez,39,casado,0,0,M,1,0,0,1.69,94.09,32.94,obesidad,0,1,61,12,81,7,68,5.83,3.33,7.16,7.58,4.98
20230712,A016,A,Lola,Pedro,Alegria,58,casado,5,1,F,0,1,0,1.6,46.45,18.14,delgadez,0,0,24,52,11,63,98,8.9,1.78,7.78,2.44,7.43
20230712,A017,A,Emilia,Cabanillas,Vilar,35,divorciado,4,1,F,0,0,0,1.44,55.77,26.9,sobrepeso,1,0,95,48,50,3,15,4.68,8.31,1.68,9.26,3.51
20230712,A018,A,Graciana,Tenorio,Pomares,52,soltero,4,0,F,1,1,0,1.67,49.78,17.85,delgadez,1,0,39,70,68,28,60,7.47,3.83,3.21,5.35,8.74
20230712,A019,A,Anita,Guitart,Vera,61,soltero,5,1,F,0,1,0,1.21,55.26,37.74,obesidad,1,1,37,26,76,33,48,2.07,3.42,3.46,9.41,9.66
20230712,A020,A,Eutropio,Mur,Luján,19,viudo,1,0,M,0,0,1,1.9,103.37,28.63,sobrepeso,0,0,58,85,100,45,80,6.19,1.74,7.47,8.32,2.64
20230712,B001,B,Mamen,Melero,Peralta,35,divorciado,0,0,M,0,0,1,1.89,91.82,25.7,sobrepeso,1,1,80,25,7,77,6,4.94,5.37,0.08,1.45,5.73
20230712,B002,B,Joel,Angulo,Niño,50,viudo,2,1,M,0,1,0,1.81,94.2,28.75,sobrepeso,1,0,15,33,56,7,18,8.67,5.66,7.7,4.12,0.2
20230712,B003,B,Eusebio,Tello,Alcolea,35,viudo,0,0,F,1,1,0,1.31,42.99,25.05,sobrepeso,1,1,77,13,31,32,10,2.07,4.58,8.84,9.01,3.95
20230712,B004,B,Delfina,Navarro,Berenguer,39,viudo,2,1,M,1,0,1,1.69,68.59,24.02,peso normal,0,0,81,65,54,74,87,8.19,7.68,5.68,0.37,7.03
20230712,B005,B,Adora,Feijoo,Doménech,62,soltero,2,1,F,0,0,0,1.69,87.48,30.63,obesidad,0,0,60,91,62,70,73,6.85,7.44,7.87,6.8,4.68
20230712,B006,B,Noé,Bellido,Guzmán,60,soltero,0,1,F,0,1,1,1.68,80.53,28.53,sobrepeso,0,0,17,41,15,93,61,8.22,2.01,1.03,0.33,5.2
20230712,B007,B,Ignacio,Barroso,Vila,45,viudo,1,1,M,1,0,1,1.84,99.87,29.5,sobrepeso,0,0,64,8,56,24,42,4.52,0.94,8.61,9.74,8.85
20230712,B008,B,Conrado,Alcázar,Carbajo,50,divorciado,1,0,F,1,0,1,1.63,79.74,30.01,obesidad,1,1,6,53,89,8,58,4.3,1.08,6.16,9.81,4.81
20230712,B009,B,Candelas,Lobo,Villanueva,58,casado,5,1,M,0,1,1,1.7,71.99,24.91,obesidad,0,1,84,7,45,67,74,8.13,1.68,6.44,9.48,4.83
20230712,B010,B,Felix,Viña,Ariño,65,viudo,4,0,F,0,1,0,1.6,50.74,19.82,peso normal,1,1,90,31,93,100,76,2.08,1.15,0.96,9.45,2.0
20230712,B011,B,Olga,Grande,Comas,39,soltero,0,0,M,1,0,1,1.74,67.9,22.43,peso normal,1,1,42,53,70,1,67,1.66,1.37,3.05,9.02,2.57
20230712,B012,B,Marcial,Sacristán,Ferrándiz,45,viudo,3,1,F,1,1,1,1.51,82.52,36.19,obesidad,0,1,25,53,57,31,55,7.97,5.58,8.62,0.01,9.88
20230712,B013,B,Aníbal,Caparrós,Olivera,36,viudo,3,0,F,1,0,0,1.23,71.51,47.27,obesidad,0,1,22,68,16,93,100,0.62,6.3,9.64,3.32,1.96
20230712,B014,B,Antonia,Vallés,Garay,56,divorciado,4,0,F,0,0,0,1.57,49.62,20.13,peso normal,1,0,49,44,44,46,81,2.67,0.3,2.83,7.58,8.12
20230712,B015,B,Gerardo,Acedo,Real,34,casado,4,1,M,1,1,1,1.63,89.23,33.58,obesidad,0,0,37,37,96,93,79,0.01,9.22,2.67,0.7,1.06
20230712,B016,B,Victor Manuel,Tejedor,Ricart,62,viudo,0,1,M,0,0,1,1.71,92.61,31.67,obesidad,0,1,28,56,16,51,37,7.06,3.1,5.08,7.55,8.74
20230712,B017,B,Juan Antonio,Solís,Solís,51,casado,0,0,M,1,1,0,1.87,79.77,22.81,peso normal,1,0,63,28,84,91,59,7.71,3.84,1.33,9.81,4.3
20230712,B018,B,Cruz,Quevedo,Castilla,30,soltero,0,0,M,1,0,0,1.8,108.35,33.44,obesidad,1,1,61,78,1,82,29,7.35,2.5,1.26,9.88,0.46
20230712,B019,B,Eric,Expósito,Sacristán,51,casado,2,1,F,0,0,1,1.56,87.95,36.14,obesidad,0,1,100,83,66,26,51,3.49,1.63,1.74,8.99,7.9
20230712,B020,B,Camilo,Iriarte,Sanjuan,21,divorciado,5,1,F,0,1,1,1.52,65.23,28.23,sobrepeso,0,1,65,1,8,29,96,1.53,3.33,5.9,6.83,6.63
20230713,A001,A,Amada,Corbacho,Pons,60,divorciado,4,0,M,0,1,0,1.75,107.64,35.15,obesidad,1,0,11,89,84,5,84,5.01,1.73,4.29,6.08,2.16
20230713,A002,A,Delfina,Abad,Manrique,18,casado,0,0,F,0,1,0,1.66,47.85,17.36,delgadez,1,1,41,39,43,1,55,2.38,6.84,6.45,8.33,6.24
20230713,A003,A,Ramona,Terrón,Lobato,46,soltero,4,1,F,0,1,1,1.67,82.73,29.66,sobrepeso,0,1,27,20,37,98,42,4.7,7.59,8.44,8.74,2.56
20230713,A004,A,Alcides,Luján,Iglesias,64,soltero,1,1,M,0,1,1,1.83,69.18,20.66,peso normal,1,1,96,45,29,99,24,5.04,6.44,9.93,6.29,0.36
20230713,A005,A,Apolonia,Cid,Palomino,38,divorciado,5,1,F,0,0,1,1.66,42.93,15.58,delgadez,0,0,13,100,42,21,74,6.72,2.33,8.76,1.57,0.51
20230713,A006,A,Jacinto,Trujillo,Toledo,56,casado,1,1,M,1,0,1,1.73,91.66,30.63,obesidad,1,1,66,7,13,47,53,5.47,9.6,9.04,5.92,5.69
20230713,A007,A,Evangelina,Jaume,Castillo,59,viudo,2,1,F,1,1,1,1.2,52.59,36.52,obesidad,0,1,51,15,58,87,17,3.43,3.13,4.71,9.18,6.47
20230713,A008,A,Asdrubal,Cabezas,Alberola,55,soltero,5,0,M,1,0,0,1.88,75.91,21.48,peso normal,0,0,67,66,49,36,72,0.45,6.84,8.69,7.8,7.02
20230713,A009,A,Francisco,Salmerón,Codina,32,viudo,3,0,F,1,0,0,1.36,86.37,46.7,obesidad,1,1,94,25,1,93,8,0.27,9.28,1.49,6.0,1.45
20230713,A010,A,Galo,Dominguez,Roldán,34,divorciado,1,1,M,1,0,1,1.85,97.29,28.43,sobrepeso,0,1,91,14,44,46,60,7.07,2.19,7.87,7.84,7.44
20230713,A011,A,Encarna,Alfonso,Lobo,40,casado,2,0,M,1,0,1,1.69,70.73,24.76,peso normal,1,0,53,17,20,57,44,9.34,6.46,6.66,1.43,0.33
20230713,A012,A,Lucio,Villegas,Carrera,48,divorciado,1,0,F,1,1,1,1.33,52.35,29.59,sobrepeso,1,1,100,95,3,65,69,8.18,1.63,2.36,8.13,5.14
20230713,A013,A,Íngrid,Montenegro,Pacheco,63,viudo,4,0,M,0,0,0,1.71,65.32,22.34,peso normal,1,1,17,33,72,24,67,3.08,4.29,3.05,1.82,2.99
20230713,A014,A,Manu,Donoso,Salazar,33,viudo,4,0,M,0,1,1,1.61,89.33,34.46,obesidad,1,1,81,58,91,36,64,5.27,3.08,1.46,8.0,3.7
20230713,A015,A,Guadalupe,Camps,Cabello,26,divorciado,2,0,F,1,0,0,1.61,41.31,15.94,delgadez,0,0,56,30,31,73,23,9.56,1.25,9.65,6.97,4.2
20230713,A016,A,Cornelio,Cañas,Iñiguez,54,casado,5,0,F,0,0,1,1.24,81.23,52.83,obesidad,0,0,32,2,96,21,8,8.49,1.77,8.8,0.64,3.04
20230713,A017,A,Timoteo,Abascal,Montalbán,48,soltero,3,0,M,1,1,1,1.71,101.79,34.81,obesidad,0,1,66,53,0,14,86,0.24,4.98,8.15,7.8,5.2
20230713,A018,A,Amalia,Vicens,Roman,39,viudo,1,0,M,0,0,0,1.65,75.72,27.81,sobrepeso,1,1,78,60,83,53,75,5.63,4.85,0.24,9.41,1.17
20230713,A019,A,Itziar,Cazorla,Matas,27,viudo,0,0,M,0,1,1,1.76,105.09,33.93,obesidad,1,0,6,85,51,44,77,9.26,3.15,8.65,1.17,2.52
20230713,A020,A,Paola,Villena,Blanco,26,divorciado,2,1,F,1,0,0,1.64,71.24,26.49,sobrepeso,0,0,12,2,98,90,2,2.42,3.26,8.42,5.37,5.58
20230713,B001,B,Adelaida,Camps,Viana,45,soltero,0,1,F,1,1,1,1.39,68.35,35.38,obesidad,0,0,91,44,49,80,69,7.07,6.32,6.77,2.86,2.79
20230713,B002,B,Marcela,Torrens,Cabrera,27,divorciado,0,0,F,0,1,1,1.42,76.9,38.14,obesidad,1,1,30,47,18,99,7,2.63,6.96,1.68,6.52,5.78
20230713,B003,B,Belén,Solana,Quintanilla,34,casado,2,1,F,1,1,1,1.65,52.62,19.33,peso normal,1,0,91,71,45,54,59,4.86,9.94,2.29,3.69,4.67
20230713,B004,B,Noé,Mínguez,Cabrero,41,divorciado,0,1,M,0,0,0,1.65,90.94,33.4,obesidad,0,0,12,19,61,43,45,8.6,4.47,6.02,8.99,5.72
20230713,B005,B,Virgilio,Alemán,Diaz,64,viudo,1,1,M,1,0,0,1.89,106.58,29.84,sobrepeso,0,0,75,51,92,31,86,0.68,4.74,8.07,9.8,2.7
20230713,B006,B,Isaura,Arcos,Benavides,63,soltero,3,1,M,1,0,0,1.81,89.64,27.36,sobrepeso,1,1,66,16,59,83,72,3.69,7.27,6.27,6.86,2.08
20230713,B007,B,Demetrio,Castejón,Anaya,21,divorciado,3,0,F,1,0,1,1.54,45.97,19.38,peso normal,0,1,1,14,52,48,39,0.84,7.27,5.99,4.57,8.68
